TF_ID	Family_ID	TSource_ID	Motif_ID	MSource_ID	DBID	TF_Name	TF_Species	TF_Status	Family_Name	DBDs	DBD_Count	Cutoff	DBID	Motif_Type	MSource_Identifier	MSource_Type	MSource_Author	MSource_Year	PMID	MSource_Version	SR_Model	SR_NoThreshold	TfSource_Name	TfSource_URL	TfSource_Year	TfSource_Month	TfSource_Day
T018416_2.00	F050_2.00	TS12_2.00	.	.	AT2G24696	AT2G24696	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018417_2.00	F050_2.00	TS12_2.00	.	.	AT2G24700	REM10	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018418_2.00	F050_2.00	TS12_2.00	M06708_2.00	MS46_2.00	AT2G28350	ARF10	Arabidopsis_thaliana	I	B3	B3	1	0.7	ARF16_col_b	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018419_2.00	F050_2.00	TS12_2.00	.	.	AT2G30470	VAL1	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018420_2.00	F050_2.00	TS12_2.00	.	.	AT2G31420	AT2G31420	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018421_2.00	F050_2.00	TS12_2.00	.	.	AT2G31720	ARF70	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018422_2.00	F050_2.00	TS12_2.00	.	.	AT2G32645	AT2G32645	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018423_2.00	F050_2.00	TS12_2.00	.	.	AT2G33720	AT2G33720	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018424_2.00	F050_2.00	TS12_2.00	M00852_2.00	MS21_2.00	AT2G33860	ARF3	Arabidopsis_thaliana	D	B3	B3	1	0.7	ETTIN	PBM	Franco_Zorrilla2014	PBM	Franco-Zorrilla	2014	24477691	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018425_2.00	F050_2.00	TS12_2.00	.	.	AT2G35310	AT2G35310	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018426_2.00	F050_2.00	TS12_2.00	.	.	AT2G36080	ARF31	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018427_2.00	F050_2.00	TS12_2.00	M00852_2.00	MS21_2.00	AT2G46530	ARF11	Arabidopsis_thaliana	I	B3	B3	1	0.7	ETTIN	PBM	Franco_Zorrilla2014	PBM	Franco-Zorrilla	2014	24477691	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018427_2.00	F050_2.00	TS12_2.00	M06714_2.00	MS46_2.00	AT2G46530	ARF11	Arabidopsis_thaliana	I	B3	B3	1	0.7	ARF2_col_v31	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018428_2.00	F050_2.00	TS12_2.00	.	.	AT2G46870	NGA1	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018429_2.00	F050_2.00	TS12_2.00	.	.	AT3G06160	AT3G06160	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018430_2.00	F050_2.00	TS12_2.00	.	.	AT3G06220	AT3G06220	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018431_2.00	F050_2.00	TS12_2.00	.	.	AT3G11580	AT3G11580	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018432_2.00	F050_2.00	TS12_2.00	.	.	AT3G17010	AT3G17010	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018433_2.00	F050_2.00	TS12_2.00	.	.	AT3G18960	AT3G18960	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018434_2.00	F050_2.00	TS12_2.00	M06704_2.00	MS46_2.00	AT3G18990	VRN1	Arabidopsis_thaliana	D	B3	B3	1	0.7	VRN1_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018434_2.00	F050_2.00	TS12_2.00	M06705_2.00	MS46_2.00	AT3G18990	VRN1	Arabidopsis_thaliana	D	B3	B3	1	0.7	VRN1_colamp_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018435_2.00	F050_2.00	TS12_2.00	.	.	AT3G19184	AT3G19184	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018436_2.00	F050_2.00	TS12_2.00	.	.	AT3G24650	ABI3	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018437_2.00	F050_2.00	TS12_2.00	.	.	AT3G24850	AT3G24850	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018438_2.00	F050_2.00	TS12_2.00	M06706_2.00	MS46_2.00	AT3G26790	FUS3	Arabidopsis_thaliana	D	B3	B3	1	0.7	FUS3_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018438_2.00	F050_2.00	TS12_2.00	M09773_2.00	MS59_2.00	AT3G26790	FUS3	Arabidopsis_thaliana	D	B3	B3	1	0.7	P$FUS3_Q2	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018439_2.00	F050_2.00	TS12_2.00	.	.	AT3G28853	AT3G28853	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018440_2.00	F050_2.00	TS12_2.00	.	.	AT3G46770	REM22	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018441_2.00	F050_2.00	TS12_2.00	.	.	AT3G49610	AT3G49610	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018442_2.00	F050_2.00	TS12_2.00	.	.	AT3G53310	REM20	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018443_2.00	F050_2.00	TS12_2.00	M06714_2.00	MS46_2.00	AT3G61830	ARF18	Arabidopsis_thaliana	I	B3	B3	1	0.7	ARF2_col_v31	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018444_2.00	F050_2.00	TS12_2.00	.	.	AT3G61970	NGA2	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018445_2.00	F050_2.00	TS12_2.00	.	.	AT4G00260	REM15.15	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018446_2.00	F050_2.00	TS12_2.00	M06707_2.00	MS46_2.00	AT4G01500	NGA4	Arabidopsis_thaliana	D	B3	B3	1	0.7	NGA4_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018447_2.00	F050_2.00	TS12_2.00	.	.	AT4G01580	AT4G01580	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018448_2.00	F050_2.00	TS12_2.00	.	.	AT4G03160	AT4G03160	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018449_2.00	F050_2.00	TS12_2.00	.	.	AT4G03170	AT4G03170	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018450_2.00	F050_2.00	TS12_2.00	.	.	AT4G05630	ARF46	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018451_2.00	F050_2.00	TS12_2.00	.	.	AT4G21550	VAL3	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018452_2.00	F050_2.00	TS12_2.00	M06714_2.00	MS46_2.00	AT4G23980	ARF9	Arabidopsis_thaliana	I	B3	B3	1	0.7	ARF2_col_v31	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018453_2.00	F050_2.00	TS12_2.00	M06708_2.00	MS46_2.00	AT4G30080	ARF16	Arabidopsis_thaliana	D	B3	B3	1	0.7	ARF16_col_b	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018454_2.00	F050_2.00	TS12_2.00	M00853_2.00	MS21_2.00	AT4G31610	REM1	Arabidopsis_thaliana	D	B3	B3	1	0.7	REM1	PBM	Franco_Zorrilla2014	PBM	Franco-Zorrilla	2014	24477691	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018455_2.00	F050_2.00	TS12_2.00	.	.	AT4G31615	REM2	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018456_2.00	F050_2.00	TS12_2.00	.	.	AT4G31620	AT4G31620	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018457_2.00	F050_2.00	TS12_2.00	.	.	AT4G31630	REM4	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018458_2.00	F050_2.00	TS12_2.00	.	.	AT4G31640	REM5	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018459_2.00	F050_2.00	TS12_2.00	.	.	AT4G31650	AT4G31650	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018460_2.00	F050_2.00	TS12_2.00	.	.	AT4G31660	REM7	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018461_2.00	F050_2.00	TS12_2.00	.	.	AT4G31680	REM8	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018462_2.00	F050_2.00	TS12_2.00	.	.	AT4G31685	AT4G31685	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018463_2.00	F050_2.00	TS12_2.00	.	.	AT4G31690	AT4G31690	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018464_2.00	F050_2.00	TS12_2.00	.	.	AT4G32010	VAL2	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018465_2.00	F050_2.00	TS12_2.00	M06709_2.00	MS46_2.00	AT4G33280	AT4G33280	Arabidopsis_thaliana	D	B3	B3	1	0.7	REM16_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018466_2.00	F050_2.00	TS12_2.00	.	.	AT4G34400	AT4G34400	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018467_2.00	F050_2.00	TS12_2.00	.	.	AT5G06250	AT5G06250	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018468_2.00	F050_2.00	TS12_2.00	.	.	AT5G09780	REM23	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018469_2.00	F050_2.00	TS12_2.00	.	.	AT5G18000	VDD	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018470_2.00	F050_2.00	TS12_2.00	M06710_2.00	MS46_2.00	AT5G18090	AT5G18090	Arabidopsis_thaliana	D	B3	B3	1	0.7	AT5G18090_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018471_2.00	F050_2.00	TS12_2.00	M01697_2.00	MS64_2.00	AT5G20730	NPH4	Arabidopsis_thaliana	I	B3	B3	1	0.7	pTH8661	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018471_2.00	F050_2.00	TS12_2.00	M06701_2.00	MS46_2.00	AT5G20730	NPH4	Arabidopsis_thaliana	I	B3	B3	1	0.7	MP_col	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018472_2.00	F050_2.00	TS12_2.00	.	.	AT5G24050	AT5G24050	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018473_2.00	F050_2.00	TS12_2.00	.	.	AT5G25470	AT5G25470	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018474_2.00	F050_2.00	TS12_2.00	M06711_2.00	MS46_2.00	AT5G25475	AT5G25475	Arabidopsis_thaliana	D	B3	B3	1	0.7	AT5G25475_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018475_2.00	F050_2.00	TS12_2.00	.	.	AT5G32460	AT5G32460	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018476_2.00	F050_2.00	TS12_2.00	M01697_2.00	MS64_2.00	AT5G37020	ARF8	Arabidopsis_thaliana	D	B3	B3	1	0.7	pTH8661	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018477_2.00	F050_2.00	TS12_2.00	.	.	AT5G38490	AT5G38490	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018478_2.00	F050_2.00	TS12_2.00	.	.	AT5G42700	AT5G42700	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018479_2.00	F050_2.00	TS12_2.00	.	.	AT5G46915	AT5G46915	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018480_2.00	F050_2.00	TS12_2.00	.	.	AT5G54067	AT5G54067	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018481_2.00	F050_2.00	TS12_2.00	.	.	AT5G57720	AT5G57720	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018482_2.00	F050_2.00	TS12_2.00	.	.	AT5G58280	AT5G58280	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018483_2.00	F050_2.00	TS12_2.00	M06712_2.00	MS46_2.00	AT5G60130	AT5G60130	Arabidopsis_thaliana	D	B3	B3	1	0.7	AT5G60130_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018483_2.00	F050_2.00	TS12_2.00	M06713_2.00	MS46_2.00	AT5G60130	AT5G60130	Arabidopsis_thaliana	D	B3	B3	1	0.7	AT5G60130_colamp_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018484_2.00	F050_2.00	TS12_2.00	.	.	AT5G60140	AT5G60140	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018485_2.00	F050_2.00	TS12_2.00	.	.	AT5G60142	AT5G60142	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018486_2.00	F050_2.00	TS12_2.00	M00852_2.00	MS21_2.00	AT5G60450	ARF4	Arabidopsis_thaliana	I	B3	B3	1	0.7	ETTIN	PBM	Franco_Zorrilla2014	PBM	Franco-Zorrilla	2014	24477691	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018486_2.00	F050_2.00	TS12_2.00	M01697_2.00	MS64_2.00	AT5G60450	ARF4	Arabidopsis_thaliana	I	B3	B3	1	0.7	pTH8661	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018486_2.00	F050_2.00	TS12_2.00	M06714_2.00	MS46_2.00	AT5G60450	ARF4	Arabidopsis_thaliana	I	B3	B3	1	0.7	ARF2_col_v31	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018487_2.00	F050_2.00	TS12_2.00	M06714_2.00	MS46_2.00	AT5G62000	ARF2	Arabidopsis_thaliana	D	B3	B3	1	0.7	ARF2_col_v31	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T018488_2.00	F050_2.00	TS12_2.00	.	.	AT5G66980	AT5G66980	Arabidopsis_thaliana	N	B3	B3	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T024516_2.00	F061_2.00	TS12_2.00	.	.	AT1G14685	BPC2	Arabidopsis_thaliana	N	BBR	GAGA_bind	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T024517_2.00	F061_2.00	TS12_2.00	.	.	AT1G68120	BPC3	Arabidopsis_thaliana	N	BBR	GAGA_bind	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T024518_2.00	F061_2.00	TS12_2.00	M06715_2.00	MS46_2.00	AT2G01930	BPC1	Arabidopsis_thaliana	D	BBR	GAGA_bind	1	0.7	BPC1_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T024518_2.00	F061_2.00	TS12_2.00	M06716_2.00	MS46_2.00	AT2G01930	BPC1	Arabidopsis_thaliana	D	BBR	GAGA_bind	1	0.7	BPC1_colamp_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T024518_2.00	F061_2.00	TS12_2.00	M09775_2.00	MS59_2.00	AT2G01930	BPC1	Arabidopsis_thaliana	D	BBR	GAGA_bind	1	0.7	P$BPC1_Q2	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T024519_2.00	F061_2.00	TS12_2.00	.	.	AT2G21240	BPC4	Arabidopsis_thaliana	N	BBR	GAGA_bind	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T024520_2.00	F061_2.00	TS12_2.00	.	.	AT2G35550	BPC7	Arabidopsis_thaliana	N	BBR	GAGA_bind	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T024521_2.00	F061_2.00	TS12_2.00	M06717_2.00	MS46_2.00	AT4G38910	BPC5	Arabidopsis_thaliana	D	BBR	GAGA_bind	1	0.7	BPC5_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T024521_2.00	F061_2.00	TS12_2.00	M06718_2.00	MS46_2.00	AT4G38910	BPC5	Arabidopsis_thaliana	D	BBR	GAGA_bind	1	0.7	BPC5_colamp_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T024522_2.00	F061_2.00	TS12_2.00	M06719_2.00	MS46_2.00	AT5G42520	BPC6	Arabidopsis_thaliana	D	BBR	GAGA_bind	1	0.7	BPC6_col_a	Dap-seq	OMalley2016	Dap-seq	OMalley	2016	27203113	NULL	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T025535_2.00	F077_2.00	TS12_2.00	.	.	AT1G18560	AT1G18560	Arabidopsis_thaliana	N	BED ZF	zf-BED	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T025536_2.00	F077_2.00	TS12_2.00	.	.	AT1G36095	AT1G36095	Arabidopsis_thaliana	N	BED ZF	zf-BED	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T025537_2.00	F077_2.00	TS12_2.00	.	.	AT1G79740	AT1G79740	Arabidopsis_thaliana	N	BED ZF	zf-BED	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T025538_2.00	F077_2.00	TS12_2.00	.	.	AT2G26940	AT2G26940	Arabidopsis_thaliana	N	BED ZF	zf-BED	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T025539_2.00	F077_2.00	TS12_2.00	.	.	AT3G13020	AT3G13020	Arabidopsis_thaliana	N	BED ZF	zf-BED	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T025540_2.00	F077_2.00	TS12_2.00	.	.	AT3G17450	AT3G17450	Arabidopsis_thaliana	N	BED ZF	zf-BED	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T025541_2.00	F077_2.00	TS12_2.00	.	.	AT3G22220	AT3G22220	Arabidopsis_thaliana	N	BED ZF	zf-BED	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T025542_2.00	F077_2.00	TS12_2.00	.	.	AT3G42170	HAT	Arabidopsis_thaliana	N	BED ZF	zf-BED	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T025543_2.00	F077_2.00	TS12_2.00	.	.	AT3G48770	AT3G48770	Arabidopsis_thaliana	N	BED ZF	zf-BED	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T025544_2.00	F077_2.00	TS12_2.00	.	.	AT4G15020	AT4G15020	Arabidopsis_thaliana	N	BED ZF	zf-BED	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T030575_2.00	F082_2.00	TS12_2.00	M01698_2.00	MS64_2.00	AT1G01260	BHLH13	Arabidopsis_thaliana	D	bHLH	HLH	1	0.837833807768996	pTH7565	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T030576_2.00	F082_2.00	TS12_2.00	.	.	AT1G02340	HFR1	Arabidopsis_thaliana	N	bHLH	HLH	1	0.837833807768996	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
